unit_id,effect
9,0.4527
9,0.4321
9,0.8214
9,0.9118
9,-0.3324
9,0.6637
9,0.6711
9,1.0151
9,0.9032
9,1.3402
9,2.3567
9,1.7909
9,0.9702
9,2.3314
10,-2.9052
10,-2.384
10,-0.5408
10,-1.7373
10,-1.3293
10,-0.4981
10,-1.9162
10,-0.995
10,-2.2788
10,-0.9489
10,-2.2904
10,-2.1027
10,-0.8966
10,-0.8159
10,-3.825
10,-1.6902
10,-2.9932
10,-2.8202
10,-1.3718
10,-1.4966
10,-1.7157
10,0.0356
10,-2.5303
10,-2.1447
10,-0.9554
10,-0.2588
10,-1.9662
10,-1.8841
10,-2.2559
10,-1.864
10,-1.11
10,-1.9636
10,-1.4687
10,-0.6388
10,-1.9374
10,-2.4927
10,-1.4925
10,-2.6258
10,-2.5183
10,-3.6703
11,0.4291
11,0.5731
11,1.2858
11,-1.5137
11,-2.2922
11,-1.707
11,0.9403
11,-0.5571
11,-1.0482
11,1.1302
11,0.4791
11,0.0268
11,-1.5169
11,0.6482
11,0.4057
11,-1.3528
11,-1.0984
11,0.1428
11,0.6822
11,0.9245
11,-0.4705
11,-2.2678
11,-2.1071
11,-0.0101
11,-1.3502
11,-1.2074
11,-0.1283
11,-2.1553
11,1.072
11,-1.5746
11,0.2466
11,-0.0117
11,-0.234
11,-1.3203
11,-0.8599
11,1.063
11,-0.9676
11,0.9963
11,-1.7679
11,0.2131
12,2.2452
12,-0.4275
12,2.7632
12,-0.1481
12,0.4004
12,2.1829
12,1.6497
12,0.8071
12,0.5541
12,-0.1429
12,1.8177
12,0.4885
12,0.517
12,0.2171
12,1.0067
12,-2.0893
12,0.6687
12,2.2983
12,1.1754
12,-0.2466
12,0.411
12,-0.1271
12,0.9007
12,1.5032
12,0.7621
12,3.086
12,1.7946
12,2.2802
12,0.448
12,0.6613
12,0.0969
12,1.2764
12,1.3765
12,1.7562
12,1.1741
12,0.5015
12,0.0446
12,-0.4947
12,0.7629
12,-0.9092
13,-0.3143
13,0.6015
13,0.076
13,1.331
13,-0.6587
13,-1.087
13,1.5094
13,0.7941
13,1.5515
13,0.2418
13,-0.4145
13,0.4049
13,-0.8052
13,-1.5544
13,-1.111
13,-0.683
13,0.2836
13,-0.3283
13,0.1483
13,-0.2755
13,-0.5804
13,1.4773
13,-2.4066
13,-0.6994
13,0.0548
13,-0.6934
13,-2.1222
13,0.2953
13,-1.9098
13,-2.4338
13,-0.2973
13,-1.3139
13,-0.0311
13,0.3593
13,-0.4687
13,0.3651
13,0.902
13,-0.3784
13,-1.2451
13,0.2007
14,0.1658
14,0.4812
14,-1.0741
14,-0.985
14,1.1364
14,0.5533
14,0.8789
14,1.5716
14,0.1394
14,-1.8884
14,0.3359
14,-0.3864
14,-0.2218
14,0.5198
14,0.9416
14,0.9245
14,0.527
14,-0.7667
14,1.5593
14,0.9468
14,0.8084
14,1.0856
14,-0.3918
14,1.5086
14,-0.5077
14,0.2166
14,0.7187
14,-0.154
14,1.3295
14,0.1094
14,0.798
14,-0.3143
14,-0.7152
14,0.5175
14,-0.2174
14,-0.0226
14,0.915
14,-0.6301
14,-1.2006
14,-0.7516
15,-0.8231
15,-0.2368
15,-0.8831
15,-0.0433
15,-2.8294
15,0.2436
15,-1.2283
15,-1.4438
15,1.5971
15,-0.6819
15,-0.27
15,0.5661
15,-1.3611
15,-2.101
15,-1.5272
15,-1.1508
15,-0.8371
15,1.0491
15,-2.0549
15,-2.8645
15,0.2487
15,-2.3812
15,-2.1409
15,-1.5924
15,-2.9833
15,-0.9339
15,0.7866
15,-2.7106
15,-1.1133
15,-0.6183
15,-0.6376
15,-1.3996
15,1.8777
15,-0.631
15,-1.0896
15,-2.0924
15,-1.2695
15,-0.5983
15,-1.196
15,-0.9845
16,0.7015
16,0.2345
16,0.5178
16,-1.291
16,-1.0503
16,0.3103
16,-2.5381
16,1.3503
16,0.5168
16,0.5721
16,0.69
16,-0.6069
16,0.387
16,0.318
16,-1.4636
16,-0.7539
16,-1.5707
16,0.9445
16,0.2218
16,0.5321
16,-2.0401
16,-0.6494
16,-0.3025
16,-0.871
16,-0.7564
16,0.9165
16,-1.4628
16,1.3812
16,0.4379
16,0.7515
16,-0.5771
16,0.2025
16,0.8442
16,-2.1562
16,0.962
16,-1.6822
16,-0.3868
16,0.8029
16,-1.0407
16,-0.6174
17,1.692
17,-0.2166
17,-0.0503
17,0.8979
17,1.5093
17,0.2499
17,-1.1092
17,-0.5435
17,0.8028
17,1.0594
17,1.8169
17,-0.9515
17,0.3062
17,-0.0373
17,1.1147
17,-0.7325
17,2.0759
17,0.5686
17,1.7022
17,-0.6778
17,0.9801
17,1.8552
17,1.9459
17,2.242
17,0.3432
17,0.5503
17,0.1741
17,1.4544
17,0.859
17,0.5781
17,0.3297
17,1.7368
17,-0.9868
17,-0.7787
17,-0.0854
17,1.4144
17,0.9869
17,-0.3497
17,0.0755
17,1.3746
18,-0.4932
18,0.9383
18,0.5398
18,1.2331
18,-0.8576
18,-0.9203
18,3.0442
18,0.7106
18,1.5296
18,-1.2135
18,1.6496
18,2.4182
18,0.646
18,-0.6661
18,0.4538
18,0.0934
18,-0.3657
18,0.2777
18,0.8152
18,-0.2428
18,0.4281
18,-0.924
18,-0.0653
18,0.4216
18,1.6262
18,2.6079
18,1.9629
18,2.0512
18,0.3685
18,0.6168
18,1.2424
18,0.1541
18,1.3522
18,0.2359
18,0.9965
18,1.6885
18,1.0465
18,-0.2388
18,2.0951
18,0.4779
19,-3.3397
19,-0.7756
19,-1.6157
19,-1.248
19,-1.0018
19,-1.0965
19,-1.1335
19,-2.4047
19,-0.1017
19,-2.4903
19,-1.0563
19,-1.6325
19,-1.8633
19,-1.7864
19,-1.28
19,-0.5554
19,-2.0667
19,-1.4941
19,-0.6795
19,-2.725
19,-2.3046
19,-1.5197
19,-2.6127
19,-1.4955
19,-1.1299
19,-1.6718
19,-0.135
19,0.5781
19,-2.1812
19,-0.9756
19,-1.5453
19,-2.371
19,-0.8486
19,-1.4278
19,-0.2969
19,-3.4077
19,-3.1526
19,0.3441
19,-0.1827
19,-1.7704
20,-1.2706
20,-2.3112
20,-0.8458
20,0.5185
20,-1.0434
20,-0.9751
20,-0.5127
20,0.299
20,0.0486
20,-0.581
20,-1.7426
20,-0.3691
20,0.6102
20,0.4935
20,-1.0526
20,-0.5265
20,-0.9538
20,-0.6968
20,-0.278
20,0.0634
20,1.1168
20,-0.6441
20,0.4126
20,-0.9816
20,-1.2652
20,0.4395
20,0.8733
20,-0.0958
20,0.1905
20,1.371
20,-0.2051
20,-0.5407
20,-1.3748
20,-0.6203
20,-0.1597
20,-1.8357
20,-2.7662
20,-0.6358
20,0.042
20,0.3268
